0	7	Румыния	Румыния	LOC	GPE-Romania
43	61	"""Северный поток-2"""	"""Северный поток-2"""	PRO	PRO-Nord-Stream-2
63	70	Румыния	Румыния	LOC	GPE-Romania
106	124	"""Северный поток-2"""	"""Северный поток-2"""	PRO	PRO-Nord-Stream-2
180	182	ЕС	ЕС	ORG	ORG-European-Union
208	215	Румыния	Румыния	LOC	GPE-Romania
253	270	Европейском союзе	Европейский союз	ORG	ORG-European-Union
347	365	"""Северный поток-2"""	"""Северный поток-2"""	PRO	PRO-Nord-Stream-2
471	487	"""Польское радио"""	"""Польское радио"""	PRO	PRO-Polish-Radio
498	505	24tv.ua	24tv.ua	PRO	PRO-24TV-UA
561	563	ЕС	ЕС	ORG	ORG-European-Union
631	633	ЕС	ЕС	ORG	ORG-European-Union
685	690	Союза	Союз	ORG	ORG-European-Union
775	783	Брюсселе	Брюссель	LOC	GPE-Brussles
838	845	Австрия	Австрия	LOC	GPE-Austria
848	856	Болгария	Болгария	LOC	GPE-Bulgaria
892	901	Евросоюзе	Евросоюз	ORG	ORG-European-Union
